lv_feeder_unique_id,PC1,PC2,PC3,PC1_original,PC2_original,PC3_original,cluster_k2_pca,new_cluster_k2_pca,moved_cluster,distance_to_centroid,pca_shift_distance,delta_distance_to_centroid,is_anomalous,anomaly_type,anomaly_intensity,anomaly_id
SSEN-400600301501,-1.4136857784491506,-0.8759129724299793,0.9167085685590516,-1.4136458968401215,-0.8760455284008087,0.9169950832266875,0,0,False,1.1997773388280788,0.0003182016387635557,-0.0002700066218972452,0,,,
SSEN-400600301502,2.892978711216237,-0.1144508455010641,1.1952739085856268,2.8915297254943217,-0.1133385357923062,1.191758276482088,1,1,False,1.545768239987607,0.003961876020011658,0.0035283047234266895,1,unmetered_load,0.05,SSEN-400600301502-unmetered_load-0.05
SSEN-400600301503,-1.9124849932531016,-0.694745204634871,0.922287642429397,-1.9124485094367203,-0.6948758233343278,0.9225695801188714,0,0,False,1.4219108665113707,0.0003128596718206037,-0.00019689030921177242,0,,,
SSEN-400600301504,2.452913302185807,-0.9005139603976551,0.5237610542724821,2.452982210927469,-0.900627563797123,0.5240485167104428,1,1,False,1.8841240724002062,0.00031668407014942394,-0.0001715330394320702,0,,,
SSEN-400600301505,-2.267567985182362,-0.784923087583968,1.4489924721504357,-2.267532446182008,-0.7850647755674413,1.4492867837371115,0,0,False,2.050233095698292,0.0003285693461942546,-0.00022043632035861904,0,,,
SSEN-401100228001,0.6333299779481699,-0.11777805108729397,-0.10978067508028094,0.6333796831243423,-0.1179192079990277,-0.1094653552416415,0,0,False,1.5694523166723349,0.0003490307707182011,-1.4098090393099838e-05,0,,,
SSEN-401100228002,-0.5384486019923668,-0.3427593148497117,0.2787214416766465,-0.538405867207157,-0.34290124178775,0.2790292833414379,0,0,False,0.48893956564820745,0.0003416665160494922,-0.00023150873930821714,0,,,
SSEN-401100228004,1.6241597832751329,1.4188433486236482,-1.9502591762321897,1.624216083679241,1.418782019038397,-1.9500339058185343,1,1,False,2.3203781643186607,0.00024016205528410442,0.00023436287351463747,0,,,
SSEN-401100228005,3.3229258087530043,0.6286640410447173,0.010685593543567585,3.32300151541286,0.6285496816864562,0.0109915520129951,1,1,False,0.7395241221899596,0.0003352911364513492,-8.874953174131672e-05,0,,,
SSEN-460000307001,-1.9219914422882225,-0.7018880058566728,1.4424513977703772,-1.9219544129676431,-0.7020461748667312,1.442770966124867,0,0,False,1.8172604087268291,0.00035848645653188124,-0.000270962241789352,0,,,
SSEN-460000307003,-1.6854907441712408,-0.36240541256314124,1.3389922648441743,-1.6854505350522166,-0.3625460102140672,1.3392929661425863,0,0,False,1.5644770708301097,0.00033437365859953624,-0.000246399887969595,0,,,
SSEN-460000307004,-0.6720707352351659,-0.7245725953265804,0.8913038516196496,-0.6720264237424253,-0.7247195394910939,0.8916157184447614,0,0,False,1.0323289667079838,0.0003475874170317062,-0.0003451739426238998,0,,,
SSEN-460000307005,3.948253679172741,0.5456512509589807,0.32072251587952494,3.9483358574219385,0.5455498205848226,0.3210154983729337,1,1,False,1.3777488517303815,0.00032074932094556017,-0.00015801095330902903,0,,,
SSEN-460000307006,-0.5964028761054448,0.46524402235879986,-0.2532417923737253,-0.5963609916577088,0.4651180154911721,-0.2529494568742457,0,0,False,0.8794353942820037,0.0003210795569753669,0.00017279091722277595,0,,,
SSEN-460000640001,4.603349875512084,2.5792100992982996,-0.16354700672050748,4.60344388043417,2.579178803925636,-0.1633249016397585,1,1,False,2.57816013945303,0.00024320154732477696,-3.092181596553445e-05,0,,,
SSEN-460000640003,-0.01250010866916631,0.5826168766535017,-0.5299971926828674,-0.0124523936364267,0.5825202473364923,-0.5297389480522192,0,0,False,1.3762351119418148,0.0002798289450961913,0.00012656903085050963,0,,,
SSEN-460000667001,2.088487711366518,1.621327654274998,-0.26632369878402123,2.0885511584383565,1.6211985499083328,-0.2660003132698575,1,1,False,0.9584920304169071,0.00035393736619327153,0.00024575369208856834,0,,,
SSEN-460000667002,3.2652069725830657,2.1738586776944064,-0.6637850083605468,3.2652813081345715,2.1737656674080483,-0.6634972998757362,1,1,False,1.5817030868332953,0.0003113725418498857,0.0001785674967478279,0,,,
SSEN-460000702003,-2.188613713008884,0.1223326698335821,-0.9591689948185306,-2.1885867754198705,0.1221963570017213,-0.958878929052152,0,0,False,1.635592081781182,0.00032162862225953965,0.00022334498578624462,0,,,
SSEN-460000702004,-1.088222168511287,1.0899636339695957,0.48561447157247517,-1.088178442045222,1.0898431686995975,0.4859035862553446,0,0,False,1.5087016326451868,0.0003162454504984075,1.9494622126359218e-05,0,,,
SSEN-460001515001,0.14327232087270972,-1.0172914303437453,-0.2823749192917624,0.1433169085398699,-1.017424232152543,-0.2820817530937522,0,0,False,1.2980521214149043,0.0003249166048980891,-4.986932144879219e-05,0,,,
SSEN-460001515002,-1.102317273771471,-1.554276572589856,-0.5295368348785202,-1.1022829927153297,-1.5543944555006763,-0.5292769788766499,0,0,False,1.3458985930881757,0.00028739643905528804,-6.1601458594129355e-06,0,,,
SSEN-460001515003,-1.1269724014696298,-0.18214912112988343,0.36353187952026805,-1.126931424965986,-0.1822759188941937,0.3638180416130712,0,0,False,0.4610260353043367,0.0003156667392083269,-0.00018518374394033144,0,,,
SSEN-460001515004,-1.68407818255485,-1.5685407721781237,-0.10097685144790687,-1.6840461194927343,-1.5686633070283516,-0.1007139305348064,0,0,False,1.465576168197675,0.0002918394010722074,-7.414258825755304e-05,0,,,
