PC1,PC2,PC3,lv_feeder_unique_id,cluster_k2,cluster_k3,Autumn_aligned_cluster_k2,Autumn_aligned_cluster_k3
18.36070549956171,5.71575976841073,8.026246960318192,SSEN-461000302001,0,0,0,0
0.6049100775629304,0.09954955482906246,-0.5525444726920457,SSEN-461000302002,1,2,1,2
-3.241271966624329,0.649041428307675,1.1489142128358358,SSEN-461000307001,1,2,1,2
-1.746891945623837,-0.7134652837021268,0.7031472412700213,SSEN-461000307002,1,2,1,2
4.173453117829154,0.47745394128337737,0.1380685908072286,SSEN-461000307003,0,0,0,0
-3.2020257006765984,1.2075828731112364,0.1798863442859182,SSEN-461400507003,1,2,1,2
2.1989654244823535,-1.4458569860970671,0.07125227003991425,SSEN-461800102001,0,0,0,0
-0.9305673059471321,-1.0156518507947296,-0.622397427216761,SSEN-461800102002,1,2,1,2
-3.3091085706182986,-0.46275396096477683,1.8019526093644127,SSEN-461800102003,1,2,1,2
-0.6651286858786144,0.2552741245762832,-0.17338747009415242,SSEN-461800102004,1,2,1,2
0.7338167764187742,-1.2228775282734614,-0.5336983846551864,SSEN-461800102005,1,2,1,2
-1.1165273108576295,-0.8989660891126052,0.8086222015683951,SSEN-461800102006,1,2,1,2
1.1119780837688054,-0.984341625920707,0.22852153069212697,SSEN-461800108001,1,2,1,2
-1.9700260692533265,-0.5844350961601582,0.4195096620246461,SSEN-461800108002,1,2,1,2
-0.5545918311464935,-0.6362023472807997,-0.24221244598433575,SSEN-461800108003,1,2,1,2
0.1892595174471044,-1.5810886254714518,0.17539029598546296,SSEN-461800108004,1,2,1,2
0.8764775498089766,-0.5377571463199122,0.7428888099925025,SSEN-461800108005,1,2,1,2
-2.3629560833969996,-2.0363283093441593,0.8414921725982005,SSEN-461800108006,1,2,1,2
-0.36160858288432735,-0.9072667120025868,-0.08648736266200668,SSEN-461800122002,1,2,1,2
0.9898337061567001,0.011203730666494273,0.5317664002074614,SSEN-461800122003,1,2,1,2
-0.16387770218299,-0.7306817068544051,0.007218253004052573,SSEN-461800122004,1,2,1,2
0.21524033627420028,-0.46509262823107883,-0.3627811923308942,SSEN-461800122005,1,2,1,2
-0.4213556289890278,-0.8917773064582394,0.2499803092771658,SSEN-461800122006,1,2,1,2
3.0589818916348475,-0.17085345363970278,0.5408035564869987,SSEN-461800202001,0,0,0,0
1.6055464811020825,-0.7306500003029667,0.318275543661211,SSEN-461800202002,1,2,1,2
-1.3851456477737951,-0.843814043721925,-0.9648995265926513,SSEN-461800202003,1,2,1,2
0.8401064821404832,-1.1380156485818045,-0.180064293211147,SSEN-461800202004,1,2,1,2
1.8962155383416721,0.1384189156296183,0.3548062889924077,SSEN-461800202005,0,0,0,0
-5.393584593507256,1.3623289340453364,3.1789064828445657,SSEN-461800202501,1,2,1,2
2.539727173501764,0.226512416672832,1.7453312315173595,SSEN-461800204001,0,0,0,0
0.09495937323008813,-1.494918850866472,-0.06705830359342785,SSEN-461800204002,1,2,1,2
3.163421904638666,0.0036689750027816795,0.2843808186672709,SSEN-461800204003,0,0,0,0
3.2862518575911457,-0.23336575747491325,0.499210027304948,SSEN-461800204004,0,0,0,0
-0.8082901187514057,-1.3856497791858442,0.17699190496769976,SSEN-461800204006,1,2,1,2
-0.9645527573248557,-0.5747970166186066,0.6217318804379424,SSEN-461800205002,1,2,1,2
0.31655933288535604,-0.8941592773114059,-0.14292199291503815,SSEN-461800205003,1,2,1,2
-0.018571050531741514,-1.625163672470373,0.013528915403195913,SSEN-461800206001,1,2,1,2
-1.860371847829835,-0.8038674077174656,0.8057044403349273,SSEN-461800206004,1,2,1,2
-0.2867870195319204,0.48081053349885083,-0.7452367348996167,SSEN-461800210001,1,2,1,2
-1.2378406949279956,-1.0218421828461963,-0.3576954191472582,SSEN-461800210002,1,2,1,2
2.6097499686162045,1.2623986429339915,0.46908074155890245,SSEN-461800210003,0,0,0,0
-0.6940857191158665,-0.5809622225318243,-0.4169753987085012,SSEN-461800210004,1,2,1,2
0.14427507315952978,0.8324064636360093,-0.7450483485025851,SSEN-461800310001,1,2,1,2
-1.8522622803168787,-0.492753271073681,-1.2055136198544014,SSEN-461800310002,1,2,1,2
-1.4688727900781549,5.640729977579778,-0.19337174086819717,SSEN-461800310003,1,2,1,2
-1.7547859106682242,-1.5033916629947521,0.5211475713212959,SSEN-461800310004,1,2,1,2
-1.9184222729575542,-1.2323205864184348,-0.4494929786510111,SSEN-461800310005,1,2,1,2
1.158473464615214,-0.567631909102142,0.4354898581550985,SSEN-461800312001,1,2,1,2
-0.36977839553902725,-1.7105137366065513,0.01807892160605624,SSEN-461800312002,1,2,1,2
-0.8339314551559897,1.0104007529172292,0.44789352037207725,SSEN-461800312003,1,2,1,2
1.4071810760318726,-0.3883755239805537,-0.46085271181880993,SSEN-461800312005,1,2,1,2
0.6533240063121385,-1.3706907387881773,-0.7001211425322365,SSEN-461800316001,1,2,1,2
-1.1241011197843171,-3.2773957877765594,-1.1764840446973714,SSEN-461800316002,1,2,1,2
-0.13281509847336104,-1.4840180854469711,-0.15603570192014457,SSEN-461800510001,1,2,1,2
0.01733190375618529,-1.4213072339858832,-0.3606067971111592,SSEN-461800510003,1,2,1,2
0.4645990581303762,-1.3848443834506283,-0.7388820425150567,SSEN-461800512001,1,2,1,2
-0.8072062691552714,-1.4438843428639747,0.2779123597081221,SSEN-461800512002,1,2,1,2
0.011764231490166314,-0.5100779470375741,0.574432503164468,SSEN-461800512003,1,2,1,2
1.652455576616946,-0.5730748384548555,1.1376547630604417,SSEN-461800524001,1,0,1,0
0.7073220128139739,-0.7045099768472782,0.3095030612003415,SSEN-461800524002,1,2,1,2
0.693906556272338,0.604173235639909,0.6903895856027304,SSEN-461800524003,1,2,1,2
0.39715731201855253,-0.42990968032005183,-0.09725500737723952,SSEN-461800524004,1,2,1,2
-2.022761576946137,-0.07043923389223908,0.49625896269959696,SSEN-461800528003,1,2,1,2
1.4493402259204629,-0.5459771986766059,-0.39154541650448677,SSEN-461800528004,1,2,1,2
0.6691848038372668,0.8333488001888388,-0.7178612100946227,SSEN-461800530001,1,2,1,2
-2.7393748135311746,3.47111997231094,2.5344773378185654,SSEN-461800530002,1,2,1,2
-2.049389174661076,-0.44958543049282973,0.6106444938206669,SSEN-461800614001,1,2,1,2
-1.0783644192584083,-0.05237932754851455,0.8684832513201242,SSEN-461800614002,1,2,1,2
3.1070373225162764,0.10849466055081504,1.2444609621520841,SSEN-461800614003,0,0,0,0
0.19944334291897783,0.563178809171774,1.108814659338571,SSEN-461800614004,1,2,1,2
-1.0759051692158967,0.5036136038240292,1.5521726169434469,SSEN-461800614005,1,2,1,2
0.7862355173594258,-0.6170478238080862,0.07035534661354052,SSEN-461800614006,1,2,1,2
-1.186505792494775,0.43284296948086837,0.6793761379645291,SSEN-461800614007,1,2,1,2
-1.095829818366314,-0.4269437760559825,0.32125693707694924,SSEN-461800614008,1,2,1,2
-2.6960156413622323,1.8376824143305972,0.10930552618230195,SSEN-461800702004,1,2,1,2
-1.4768819966576203,-0.43772170900721563,-0.27109084398450994,SSEN-461800702006,1,2,1,2
0.7812041432806635,-0.8700044362590628,0.07025602034710587,SSEN-461800704001,1,2,1,2
1.2985579614639935,-0.8935495751075038,-0.13876877631092607,SSEN-461800704004,1,2,1,2
-3.8143884563780137,1.2373031508195165,1.949772268467611,SSEN-461800704005,1,2,1,2
1.3117298469452947,-1.8174539578244147,0.163807350144951,SSEN-461800710001,1,2,1,2
-1.5877498971540986,-0.9694406561695983,-0.32506045894536123,SSEN-461800710002,1,2,1,2
2.9487540295239114,-0.3161497955848838,0.9584683216740209,SSEN-461800710003,0,0,0,0
-0.5456290614375553,-0.06671577477558911,0.12399997582378307,SSEN-461800710004,1,2,1,2
-0.1564124010963532,0.635129765986813,-0.07725396459360867,SSEN-461800802001,1,2,1,2
-1.6496915826418561,0.9960325621141367,1.0711963856829996,SSEN-461800802002,1,2,1,2
-1.151175445347295,0.4893240903247984,-0.700122259931504,SSEN-461800802003,1,2,1,2
0.38055003391100073,-0.6405978775333317,0.32257275666325,SSEN-461800802004,1,2,1,2
0.2509760519067473,-0.43785580882707337,-0.09471528240451574,SSEN-461800802005,1,2,1,2
-1.989325207912489,0.606532766777188,0.731636263207153,SSEN-461800804001,1,2,1,2
1.637514210640779,-0.40434941936312024,-0.017592215193681923,SSEN-461800804002,1,0,1,0
-2.8709210747799263,1.0113799372276866,1.1265510028530556,SSEN-461800804003,1,2,1,2
-2.2603326632316754,0.8875735675865958,0.5276027179882091,SSEN-461800804004,1,2,1,2
-0.4941138220324712,-0.24352054867536624,-0.21729912751477568,SSEN-462600102002,1,2,1,2
0.2642340638141681,-0.3703227338419656,-3.689948008854149,SSEN-462600102004,1,2,1,2
0.46499911436326874,-2.4395820896992615,-0.5995673854677858,SSEN-462600128001,1,2,1,2
0.8310420453613795,0.12902516903417902,-3.2173462956234524,SSEN-462600128003,1,2,1,2
1.6170146119293796,0.670405686412153,-1.359982302537273,SSEN-462600130003,0,0,0,0
0.06531189654948336,4.111506993729477,-0.7316651879058151,SSEN-462600130004,1,2,1,2
1.027020173567832,10.93630687598019,-2.0448032149486526,SSEN-462600136001,0,1,0,1
-2.500826696826011,-1.9207629960059418,0.5372507157077282,SSEN-462600136002,1,2,1,2
-1.5960742458428037,-1.398118028548176,-1.2671722668035095,SSEN-462600136004,1,2,1,2
2.9709124576930104,1.6495338730590365,0.6586087291822593,SSEN-462600148001,0,0,0,0
1.8232564175142845,1.9529326427964302,-1.2072568649566615,SSEN-462600148002,0,0,0,0
0.5951192598514612,-0.9548755502477728,-1.0080507393040374,SSEN-462600148004,1,2,1,2
3.0448647926128523,0.7345213090978623,0.03718275277995829,SSEN-462600148005,0,0,0,0
0.9450597775570908,-0.5864270590430661,-0.376267376043258,SSEN-462600150001,1,2,1,2
0.9744111964004317,0.3390773977042534,0.685373803331373,SSEN-462600150002,1,2,1,2
-0.8650280931279851,1.3433181834917314,-0.19654607233495217,SSEN-462600150003,1,2,1,2
-1.2139681992418074,-1.4890238299546028,0.32322602280293017,SSEN-462600150004,1,2,1,2
-1.119130608243834,-0.5206696746341353,-1.337140705744085,SSEN-462600208004,1,2,1,2
-4.376369284402371,3.4298517831204416,2.2953646072095326,SSEN-462600309002,1,2,1,2
-2.9266400058287574,1.4377604897543246,-0.11463205040562435,SSEN-462600309003,1,2,1,2
1.2936660881286022,-0.4996460512621985,0.6456942476972641,SSEN-462600309005,1,2,1,2
1.2395125439981753,0.5137517927233175,0.06624607349915036,SSEN-462600310001,1,2,1,2
0.04722623436041671,2.2649122045256336,3.6001120265696613,SSEN-462600310002,1,2,1,2
1.2620576514072752,-0.8043072748895915,-0.12287767257505645,SSEN-462600310003,1,2,1,2
-1.5668714121655354,2.1188871235148006,-0.5981405665712425,SSEN-462600434001,1,2,1,2
-2.5240735538970362,0.4221151963974626,0.7533380313074796,SSEN-462600434002,1,2,1,2
-0.5580789483357254,-0.19189939210592777,-0.8397797068853933,SSEN-462600434003,1,2,1,2
-0.18352164721135686,-0.8207847342222374,-0.4791193322594496,SSEN-462600434004,1,2,1,2
1.7007043890917066,-0.2802834898374016,-0.03945449220152995,SSEN-462600434005,0,0,0,0
3.7596298584031698,1.0711181341444227,0.4866126519529701,SSEN-462600602001,0,0,0,0
0.8158222514431049,-0.8395875818416987,0.1543394848319534,SSEN-462600602002,1,2,1,2
0.44527811402331974,-0.7805250881531096,0.3244979192648423,SSEN-462600602003,1,2,1,2
-2.217137671595551,-1.5326227719689747,0.4909412052463263,SSEN-462600602004,1,2,1,2
0.13087418024488598,-1.384554718573163,-0.11949331609972846,SSEN-462600602005,1,2,1,2
-1.0193542732251044,-0.5730353431157499,-0.17740291800694255,SSEN-462600615001,1,2,1,2
-2.320244586233083,-1.0581447358692142,0.9589691432793119,SSEN-462600615002,1,2,1,2
-0.22723967374278795,0.7781004482309868,1.0038323215176197,SSEN-462600615003,1,2,1,2
0.5811156101882922,-0.3618249554388764,-1.1173070633297593,SSEN-462600615004,1,2,1,2
5.147595492116647,0.8957207356515978,1.2671407939574184,SSEN-462600615005,0,0,0,0
-1.7439369641339546,-1.7137086986516339,-0.3566346764649119,SSEN-464000704001,1,2,1,2
2.0189563447963352,-0.07287624815277167,1.330780149846227,SSEN-464000704002,0,0,0,0
-2.288286481116716,0.09460582903131473,-0.3075755645197401,SSEN-464000704003,1,2,1,2
1.4943118622475424,-0.7673675079149661,-0.5234791397951027,SSEN-464000704004,1,2,1,2
3.5543976183610786,0.26098054889382744,0.1105772693228247,SSEN-464000704005,0,0,0,0
0.1956669895900968,-0.6738627085554464,0.6152510047840936,SSEN-490400102001,1,2,1,2
0.38567190734611206,-0.8119984011393335,1.019767105140536,SSEN-490400102002,1,2,1,2
4.5275580733799226,0.06429028439877325,1.0613777843324057,SSEN-490400102003,0,0,0,0
1.1256947168364744,-0.3050584323669388,-0.5317763236396865,SSEN-490400102004,1,2,1,2
-5.018734908292541,1.7858265928346801,1.7216165708813311,SSEN-490400102005,1,2,1,2
-1.2894734070252116,-1.1225312203120688,0.5069848808219266,SSEN-490400102006,1,2,1,2
-2.7799646365607162,-1.3439511350471738,1.3596155964688745,SSEN-490400620001,1,2,1,2
0.3988345189928343,2.5860978803087926,-3.1228385048546685,SSEN-490400620002,1,2,1,2
6.144081204983979,2.167907505812026,0.6502400902050711,SSEN-490400620003,0,0,0,0
-0.6148063026687339,-0.43994751871480847,-0.18275898492924508,SSEN-490402010001,1,2,1,2
2.8974768991203317,0.40387982677948703,-0.17101970413240727,SSEN-490402010002,0,0,0,0
-0.4914076317884764,-0.5285258176965548,1.0569595469513695,SSEN-490402010003,1,2,1,2
2.0457600229049637,0.013816984196090988,0.5368359886264455,SSEN-490402010004,0,0,0,0
-0.5324867825472004,0.11028008552605141,-0.11179265285693872,SSEN-490402010005,1,2,1,2
4.290015600567742,0.34220640135799346,0.9391547213530745,SSEN-490402400501,0,0,0,0
6.06065796020608,0.7468007583426095,1.9816470778942898,SSEN-490402400502,0,0,0,0
-2.6505172525199385,0.8294614921257011,0.006110235561775965,SSEN-490402400503,1,2,1,2
0.027296370994001635,-1.4378794238636055,-0.2076074168218182,SSEN-490402400505,1,2,1,2
-2.989942461973565,19.25516677032322,-3.8666639719035674,SSEN-490700102002,0,1,0,1
2.8222508697530126,-0.8676335245801137,-0.8435941982847988,SSEN-490700612001,0,0,0,0
1.2678410139620842,-0.5157599634279945,-0.54583255211462,SSEN-490700612003,1,2,1,2
-1.6532190035157817,0.8023606210768486,0.3716326220563944,SSEN-490700612004,1,2,1,2
1.1674059790714035,1.2292455283247732,0.06534603572099068,SSEN-490700612005,0,2,0,2
0.6098682489601409,-0.5757132807527423,-0.6615824006084503,SSEN-491001118001,1,2,1,2
-1.8645513478185505,0.15997213303127666,-1.3704188895437177,SSEN-491001118003,1,2,1,2
-2.176472076277322,2.8907040753512563,0.23722070074200824,SSEN-491100302001,1,2,1,2
0.4962754276195431,-2.730208600174127,-6.967874922424324,SSEN-491100302003,1,2,1,2
0.9052622020271269,-1.0782605149269997,-0.6001541858923117,SSEN-491100602001,1,2,1,2
-1.5400478974762517,0.31511127779033166,-1.2910036223038095,SSEN-491100602002,1,2,1,2
0.6801437983585711,-0.5585191126871991,0.22762126397054455,SSEN-491100602003,1,2,1,2
-0.6183090777634502,-0.5180311995506657,0.041448390223229735,SSEN-491100602004,1,2,1,2
-0.028826322355276126,-1.183276012869753,-0.7680199382754207,SSEN-491100604001,1,2,1,2
-0.6922212362259311,-0.5528504519761412,0.3482357355128872,SSEN-491100604003,1,2,1,2
0.7119574728807112,-0.3204590713749367,-0.6218579711184854,SSEN-491100604004,1,2,1,2
0.6657079894038676,-0.7950071564160519,-0.34458434704148994,SSEN-491100610001,1,2,1,2
0.0571983656863277,-1.9570226219957119,0.42049064785078255,SSEN-491100610002,1,2,1,2
