lv_feeder_unique_id,avg_daily_consumption_per_device,std_daily_consumption_per_device,avg_total_consumption_daily,std_total_consumption_daily,avg_max_consumption_daily,std_max_consumption_daily,max_to_mean_ratio,std_to_mean_ratio,per_device_peak_ratio,max_to_min_ratio,weekday_weekend_ratio,mean_daily_time_at_peak,is_anomalous,anomaly_type,anomaly_intensity,anomaly_id
SSEN-400600301501,-0.8273307544961505,-0.3791369205397006,-0.5792405956719079,-0.42105228453771204,-0.5104927049380159,-0.42047889025487084,0.6620553337683649,0.8872106749170078,-0.5780224278994937,0.6201737245408107,-0.2857207958969467,0.1616423446271551,0,,,
SSEN-400600301502,-0.5833378695510185,-0.49542296795668683,1.2491890291350782,1.6316729535377217,1.4527199606788748,1.6315725171410214,-0.41980274190892086,-0.26159182762715893,-0.5942542621953706,-0.44840987906241486,-0.09971452858715837,0.18402065827164266,1,smoothed_profile,0.2,SSEN-400600301502-smoothed_profile-0.2
SSEN-400600301503,-0.7183572999402014,-0.30108919323336886,-0.7059129084385497,-0.6331254860249022,-0.6532153594124025,-0.6330767077288112,1.0390845815748648,0.9760729772159332,-0.4158639164471444,0.7581433965531539,-0.1928548999705105,0.14672346886416288,0,,,
SSEN-400600301504,-0.8558398529870168,-0.7676434337601759,0.9784083358454736,1.042741832101535,1.0046232166319982,1.043145753442758,-0.7245943909310061,-0.6692554483444948,-0.875392791799402,-0.5885327907575835,0.2350660900840056,0.17656122039014735,0,,,
SSEN-400600301505,-0.848853661171135,-0.33764480830761423,-0.7611764694604854,-0.6572517372394451,-0.7027922814533082,-0.6567609363291679,1.26971002917244,1.2730576723634757,-0.4984024679421101,1.187765151190047,-0.6603512945205305,0.1616423446271551,0,,,
SSEN-401100228001,0.413718619741541,0.05134179904428277,0.1510658273161363,0.09844283819119232,0.1645441853958704,0.09803489537494231,-0.4444168160477909,-0.5582099412817018,0.21541687841015858,-0.37799905304170467,-1.2717424459082942,0.15418290674565818,0,,,
SSEN-401100228002,-0.0292105756951305,0.04485126673984907,-0.3270826398025986,-0.224487272726072,-0.2639572119649885,-0.22398751111399431,0.15730547858012178,0.19479207326542106,0.036966623075966216,-0.0838057854075611,-1.0932695560010528,0.1616423446271551,0,,,
SSEN-401100228004,1.451447594210765,0.29442586829002804,0.6266704301048429,0.2475655939815757,0.43026332416347624,0.24768711973108798,-1.1670360512402973,-1.251179926022264,0.6939015527601583,-0.7398267262316235,2.121715398181372,0.14672346886416288,0,,,
SSEN-401100228005,0.5514811702124095,-0.09192335761396066,1.6089293843206511,1.3474090592562387,1.6182938216164389,1.344660206099038,-0.8762260589765155,-1.202174448708838,0.18273218130433191,-0.6902536461914025,-0.4470383640735642,-0.30084280402559593,0,,,
SSEN-460000307001,-0.6142433908854741,-0.14152649044339236,-0.6713520671032744,-0.516524466052763,-0.5532264780672832,-0.5160334647834437,1.3685730403794323,1.1652816814346687,-0.22234932300904794,0.534099509271445,-1.5956199236828497,0.13180459310117065,0,,,
SSEN-460000307003,-0.5641119467140802,-0.0784993960662589,-0.572777083750077,-0.3304976386714744,-0.4593286723220732,-0.3301178287012823,0.982194829775362,1.2674106221024612,-0.26174112955337586,0.8727276676444854,-0.8349928260699334,0.16910178250865043,0,,,
SSEN-460000307004,-0.5086535837653899,-0.21178941428350612,-0.33007032159604444,-0.12144194550634468,-0.22816050824166528,-0.1217240117877898,0.3758611166811673,0.5570730727112572,-0.3407191925419534,0.21989212243891812,-1.1718267246039182,0.16910178250865043,0,,,
SSEN-460000307005,0.23678192988017435,-0.2513477724394033,1.9207632687701621,1.699120524974675,1.8079062478944081,1.6991842824299863,-1.1308080089535597,-1.092214525468547,-0.14293580643655948,-0.7923446124430796,0.18537052006130558,0.18402065827164266,0,,,
SSEN-460000307006,0.533589925087861,0.4580316466069475,-0.3472227845994741,-0.2588245712716858,-0.28697901211572646,-0.2582858648626475,0.18308287662727588,0.14569858660584525,0.5545000889807301,-0.2891980268048815,-0.5852290986941239,0.15418290674565818,0,,,
SSEN-460000640001,0.9698812032503268,0.2542617203008998,2.3758205092710867,2.3384300295768887,2.316220466823706,2.3379551255510926,-1.0028401187277087,-0.8921405989632782,0.43640486495450476,-0.5123992246411566,2.9752035154327356,0.1618427014297565,0,,,
SSEN-460000640003,0.36869993210758123,0.26846413201756325,-0.11835429466476416,-0.0045588006556344565,-0.06126317740333309,-0.0041706289951076265,-0.06937327174113747,-0.0030225022969901463,0.3144615531427381,-0.302236619195222,0.8098163359455082,0.15418290674565818,0,,,
SSEN-460000667001,1.7338319969513938,0.6885921688325161,0.9969385382596616,0.865589184197932,0.9693077863515468,0.8660505768662141,-0.8514317696869393,-0.9028532005217724,1.0941672188690903,-0.4355846109393679,-1.4240234002644636,0.1616423446271551,0,,,
SSEN-460000667002,1.9090833145550894,0.5697553675217726,1.6583101001601688,1.2892152023625134,1.5641809930192094,1.287354145642393,-1.0614816369431221,-1.246365501977646,1.1151598780732979,-0.7852566116319422,0.09392762336471874,0.1616423446271551,0,,,
SSEN-460000702003,0.8278088079392139,0.15652585216232412,-0.9104009082886642,-1.1819071324848107,-1.0255364164239806,-1.1828644767545053,0.7609318860592639,0.09480695723260765,0.7163787975668274,0.19648730008609225,-0.8005025084912124,-0.8970348581013866,0,,,
SSEN-460000702004,0.4786482405148269,0.7637383990611291,-0.36774348578542193,-0.05802726436740236,-0.2543986558788791,-0.057938299634952097,0.48764804313250276,0.9520750318998458,0.621624228381574,0.5764484096764059,-0.43263931905586234,0.15418290674565818,0,,,
SSEN-460001515001,-0.3257057546764174,-0.3607684933215157,-0.18310450417320911,-0.2192184746237092,-0.2315750395794706,-0.21908185061096622,-0.5057729990668469,-0.38441235977564875,-0.41416923604678674,-0.4356799753871548,-0.4775171182654083,0.1616423446271551,0,,,
SSEN-460001515002,-0.8450807802427749,-0.6551429357163474,-0.7456691326080489,-0.8713294884353738,-0.8075223726008975,-0.870826957800406,0.026257388628395984,-0.18023546618545666,-0.7277990577746267,-0.235528847760953,0.6087386497584213,0.13180459310117065,0,,,
SSEN-460001515003,-0.24927175561327042,0.06768914573611022,-0.49770256189423123,-0.31649006519743184,-0.41671808592435744,-0.31683260972071364,0.6044704302169631,0.7002315346966936,-0.04866657357310863,0.1250415873280017,-0.306310882341622,-0.009924726647253105,0,,,
