lv_feeder_unique_id,avg_daily_consumption_per_device,std_daily_consumption_per_device,avg_total_consumption_daily,std_total_consumption_daily,avg_max_consumption_daily,std_max_consumption_daily,max_to_mean_ratio,std_to_mean_ratio,per_device_peak_ratio,max_to_min_ratio,weekday_weekend_ratio,mean_daily_time_at_peak,is_anomalous,anomaly_type,anomaly_intensity,anomaly_id
SSEN-400600301501,-0.8273308003283963,-0.3791775472908329,-0.5792406302693607,-0.4210895806672898,-0.510498494731911,-0.420516208443846,0.6620348539178231,0.8871326133910334,-0.5780370144570546,0.6204957314991474,-0.28571098550328244,0.1616423446271551,0,,,
SSEN-400600301502,-0.5833379750409752,-0.494672365746421,1.249189107970067,1.6336553829791445,1.4536798652108358,1.6335551360428142,-0.4178617965840595,-0.2590106405492072,-0.5937687918347935,-0.44788527495778313,-0.09970469013133332,0.18402065827164266,1,smoothed_profile,0.1,SSEN-400600301502-smoothed_profile-0.1
SSEN-400600301503,-0.7183573625029159,-0.30112891998651947,-0.705912953101551,-0.6331552778418861,-0.6532187627837268,-0.6331065017060509,1.039073908211556,0.9759973878897341,-0.415876858081262,0.7585043014653068,-0.19284507556647043,0.14672346886416288,0,,,
SSEN-400600301504,-0.8558398944423199,-0.7676885405274457,0.9784084250208521,1.0426527389106268,1.004592093040566,1.0430566349961357,-0.7246509373808928,-0.6693768116429816,-0.8754103948590174,-0.5885515558654816,0.23507597904709407,0.17656122039014735,0,,,
SSEN-400600301505,-0.8488537036990137,-0.3376849565974439,-0.761176518514802,-0.6572806753373852,-0.7027948558638332,-0.6567898920797839,1.269705354350413,1.2729903453203528,-0.49841624684093316,1.1882471798747403,-0.6603415406461516,0.1616423446271551,0,,,
SSEN-401100228001,0.4137183833735569,0.051306136306738435,0.1510658507497917,0.09838715947595812,0.16452710851320135,0.09797922606855117,-0.44446607511128244,-0.5583282152310447,0.2154103404397741,-0.3779584621223906,-1.2717327842725101,0.15418290674565818,0,,,
SSEN-401100228002,-0.029210744061113264,0.044815529157512274,-0.32708265436324885,-0.2245315244034663,-0.2639671240046971,-0.22403178347944422,0.15727187024408557,0.19469474826025884,0.03695827491994398,-0.08368225223020906,-1.0932598674396443,0.1616423446271551,0,,,
SSEN-401100228004,1.4514471985224024,0.2943930086471967,0.6266704913306652,0.24750463848565266,0.4302418042710233,0.247626153968524,-1.1671041055467188,-1.2513174787905859,0.6938998685014358,-0.7398881458187916,2.121725571777107,0.14672346886416288,0,,,
SSEN-401100228005,0.5514809126940265,-0.0919606723964305,1.6089295235980607,1.3473091852684473,1.6182524370234295,1.344560416524132,-0.8762865493485925,-1.2023106381169177,0.18272531178289886,-0.6903010895811221,-0.44702857801735685,-0.30084280402559593,0,,,
SSEN-460000307001,-0.6142434694325812,-0.14156437721842346,-0.6713521090200258,-0.5165583838531171,-0.5532315533226133,-0.5160674011274896,1.3685709369729198,1.1652113560021993,-0.22236030164604298,0.5343972492238414,-1.5956103109094077,0.13180459310117065,0,,,
SSEN-460000307003,-0.564112032957764,-0.07853655605193073,-0.5727771178339307,-0.3305381391209029,-0.4593353176143661,-0.3301583449276026,0.9821826767161729,1.267343137955188,-0.2617525077778207,0.8731208774365439,-0.8349830985431543,0.16910178250865043,0,,,
SSEN-460000307004,-0.5086536785234813,-0.2118281112869941,-0.33007033639409983,-0.12148984349237842,-0.22817101882728819,-0.12177190343885082,0.3758331929520607,0.5569858265694825,-0.3407313719137827,0.22010127752883385,-1.1718170478941743,0.16910178250865043,0,,,
SSEN-460000307005,0.23678172067691353,-0.2513869256053413,1.9207634328263021,1.6990082055069131,1.8078616928490594,1.6990719456227168,-1.1308751209727814,-1.092347655729042,-0.14294597950896243,-0.7924208384604042,0.18538040152698498,0.18402065827164266,0,,,
SSEN-460000307006,0.5335896703162838,0.45800067356447455,-0.3472228007604867,-0.25886760790719787,-0.2869885392148403,-0.25832892334886354,0.1830499387583886,0.14559989579197097,0.554496990644302,-0.28913240010656605,-0.5852193334863034,0.15418290674565818,0,,,
SSEN-460000640001,0.969880881495854,0.25422839718636264,2.375820709486673,2.338295087367118,2.316167412409217,2.337820181050378,-1.002903902316871,-0.8922681639705715,0.4364005686692253,-0.5123965253221595,2.975213817791448,0.1618427014297565,0,,,
SSEN-460000640003,0.3686997026512229,0.26843097300009205,-0.11835429263958575,-0.004610834608163406,-0.061276478629017736,-0.0042226810677237926,-0.0694127759653149,-0.0031253306161163684,0.3144560198739012,-0.3021746684827753,0.8098263116192974,0.15418290674565818,0,,,
SSEN-460000667001,1.733831557909139,0.6885638544709793,0.9969386289074744,0.8655063596389746,0.9692772532588007,0.8659677261302471,-0.8514916151624129,-0.9029810626425419,1.0941695948744383,-0.43556025518491953,-1.4240137616028121,0.1616423446271551,0,,,
SSEN-460000667002,1.909082848606863,0.5697256828079521,1.6583102433614352,1.289117387592436,1.5641405132305284,1.2872563842300415,-1.061546945791407,-1.2465029208059535,1.115162467026563,-0.7853308393207633,0.09393749103470564,0.1616423446271551,0,,,
SSEN-460000702003,0.8278085079968215,0.15649142414043452,-0.9104009692005506,-1.1819174739719998,-1.025533594326915,-1.1828747813438758,0.7609139779764384,0.09470691235656227,0.716377341315544,0.19668985662659,-0.8004927757609913,-0.8970348581013866,0,,,
SSEN-460000702004,0.4786479941783327,0.7637109512393097,-0.36774350357703645,-0.05807740631253584,-0.2544087277443285,-0.05798844877486976,0.487623026968455,0.9519987749371635,0.6216218109472431,0.5767580891046892,-0.4326295308273179,0.15418290674565818,0,,,
SSEN-460001515001,-0.32570587752210983,-0.3608089082593383,-0.18310450729316743,-0.21926291274006737,-0.23158549307174217,-0.2191262965963938,-0.5058238539975795,-0.38452579857745767,-0.41418216049019696,-0.43565564651891864,-0.47750733680743157,0.1616423446271551,0,,,
SSEN-460001515002,-0.8450808233498962,-0.655186745197653,-0.745669180430132,-0.8713508512887611,-0.8075231958510741,-0.8708483373769573,0.026220371746660708,-0.18034322466999664,-0.7278151636547785,-0.2354480900471227,0.6087485950962739,0.13180459310117065,0,,,
